Y,Yt-1,Yt-2
10906,10012,15277
10012,15277,18772
15277,18772,19378
18772,19378,17435
19378,17435,19098
17435,19098,18730
19098,18730,15277
18730,15277,16223
15277,16223,15504
16223,15504,18975
15504,18975,11519
18975,11519,12058
11519,12058,18611
12058,18611,15579
18611,15579,14748
15579,14748,12319
14748,12319,10584
12319,10584,15045
10584,15045,13914
15045,13914,12585
13914,12585,10484
12585,10484,15338
10484,15338,15251
15338,15251,14701
15251,14701,19709
14701,19709,10262
19709,10262,17387
10262,17387,17458
17387,17458,12697
17458,12697,12086
12697,12086,16483
12086,16483,19726
16483,19726,18410
19726,18410,17210
18410,17210,16832
17210,16832,10733
16832,10733,19071
10733,19071,11887
19071,11887,14083
11887,14083,15282
14083,15282,18588
15282,18588,11826
18588,11826,12528
11826,12528,13525
12528,13525,14522
13525,14522,19168
14522,19168,11839
19168,11839,12384
11839,12384,16752
12384,16752,14580
16752,14580,19024
14580,19024,16074
19024,16074,19224
16074,19224,15787
19224,15787,14673
15787,14673,14290
14673,14290,17567
14290,17567,11658
17567,11658,10072
11658,10072,18252
10072,18252,14060
18252,14060,17630
14060,17630,12912
17630,12912,18416
12912,18416,13005
18416,13005,19053
13005,19053,15442
19053,15442,11617
15442,11617,17684
11617,17684,17764
17684,17764,14072
17764,14072,10889
14072,10889,17539
10889,17539,11033
17539,11033,11426
11033,11426,15575
11426,15575,18729
15575,18729,14979
18729,14979,10117
14979,10117,15504
10117,15504,13358
15504,13358,13003
13358,13003,16701
13003,16701,14758
16701,14758,15596
14758,15596,18892
15596,18892,11653
18892,11653,13300
11653,13300,19048
13300,19048,15161
19048,15161,14987
15161,14987,10657
14987,10657,15490
10657,15490,16376
15490,16376,15182
16376,15182,10886
15182,10886,19460
10886,19460,16178
19460,16178,10878
16178,10878,13896
10878,13896,15451
13896,15451,16084
15451,16084,16287
16084,16287,11304
16287,11304,13906
11304,13906,16511
13906,16511,15972
16511,15972,14604
15972,14604,11858
14604,11858,12891
11858,12891,17520
12891,17520,14086
17520,14086,17892
14086,17892,12501
17892,12501,16277
12501,16277,17337
16277,17337,15305
17337,15305,19118
15305,19118,11765
19118,11765,16746
11765,16746,19541
16746,19541,11799
19541,11799,18191
11799,18191,14749
18191,14749,18119
14749,18119,10865
18119,10865,13323
10865,13323,18879
13323,18879,12436
18879,12436,15845
12436,15845,13957
15845,13957,12791
13957,12791,11019
12791,11019,16931
11019,16931,14481
16931,14481,15785
14481,15785,18846
15785,18846,16901
18846,16901,19178
16901,19178,11164
19178,11164,10317
11164,10317,14641
10317,14641,10560
14641,10560,13192
10560,13192,18259
13192,18259,19563
18259,19563,19693
19563,19693,11714
19693,11714,12219
11714,12219,19604
12219,19604,14173
19604,14173,13457
14173,13457,17247
13457,17247,15117
17247,15117,12138
15117,12138,17707
12138,17707,17393
17707,17393,11159
17393,11159,18557
11159,18557,10272
18557,10272,19766
10272,19766,19259
19766,19259,14642
19259,14642,13684
14642,13684,16095
13684,16095,13793
16095,13793,16126
13793,16126,14819
16126,14819,19773
14819,19773,10559
19773,10559,18562
10559,18562,19509
18562,19509,15489
19509,15489,10370
15489,10370,11064
10370,11064,18029
11064,18029,10862
18029,10862,12067
10862,12067,19966
12067,19966,16929
19966,16929,12134
16929,12134,11961
12134,11961,13305
11961,13305,10787
13305,10787,10369
10787,10369,15645
10369,15645,16234
15645,16234,12333
16234,12333,15090
12333,15090,13563
15090,13563,17299
13563,17299,15657
17299,15657,16784
15657,16784,19974
16784,19974,15177
19974,15177,12700
15177,12700,16487
12700,16487,16514
16487,16514,13924
16514,13924,17120
13924,17120,11166
17120,11166,16376
11166,16376,18728
16376,18728,18728
18728,18728,17759
18728,17759,18878
17759,18878,15674
18878,15674,14758
15674,14758,11823
14758,11823,10997
11823,10997,10830
10997,10830,10214
10830,10214,17041
10214,17041,14091
17041,14091,18386
14091,18386,13604
18386,13604,15920
13604,15920,10772
15920,10772,18738
10772,18738,13356
18738,13356,17539
13356,17539,18228
17539,18228,16748
18228,16748,17031
16748,17031,18349
17031,18349,11609
18349,11609,13622
11609,13622,15544
13622,15544,13871
15544,13871,13977
13871,13977,11087
13977,11087,12722
11087,12722,17838
12722,17838,11959
17838,11959,14487
11959,14487,11304
14487,11304,15941
11304,15941,17072
15941,17072,17007
17072,17007,15506
17007,15506,15048
15506,15048,14256
15048,14256,11132
14256,11132,13424
11132,13424,12257
13424,12257,18844
12257,18844,19339
18844,19339,10255
19339,10255,15448
10255,15448,14135
15448,14135,12277
14135,12277,11520
12277,11520,11380
11520,11380,13050
11380,13050,18749
13050,18749,13989
18749,13989,12452
13989,12452,13567
12452,13567,17498
13567,17498,14822
17498,14822,13504
14822,13504,13678
13504,13678,10132
13678,10132,10099
10132,10099,11933
10099,11933,19966
11933,19966,10534
19966,10534,10139
10534,10139,19595
10139,19595,11476
19595,11476,12723
11476,12723,10296
12723,10296,11345
10296,11345,18904
11345,18904,12474
18904,12474,19252
12474,19252,14705
19252,14705,11784
14705,11784,12661
11784,12661,15656
12661,15656,15465
15656,15465,12681
15465,12681,14420
12681,14420,16813
14420,16813,14526
16813,14526,13905
14526,13905,18608
13905,18608,13324
18608,13324,13848
13324,13848,18201
13848,18201,11766
18201,11766,14983
11766,14983,10543
14983,10543,16712
10543,16712,10729
16712,10729,13436
10729,13436,10501
13436,10501,18218
10501,18218,12636
18218,12636,16130
12636,16130,12531
16130,12531,17923
12531,17923,18775
17923,18775,19037
18775,19037,15491
19037,15491,14419
15491,14419,15368
14419,15368,13878
15368,13878,13505
13878,13505,17451
13505,17451,12103
17451,12103,17450
12103,17450,11839
17450,11839,19525
11839,19525,16577
19525,16577,11665
16577,11665,19510
11665,19510,13794
19510,13794,19112
13794,19112,15688
19112,15688,18660
15688,18660,13946
18660,13946,10957
13946,10957,15791
10957,15791,13095
15791,13095,19911
13095,19911,13170
19911,13170,17677
13170,17677,12279
17677,12279,12183
12279,12183,11009
12183,11009,14017
11009,14017,11658
14017,11658,12715
11658,12715,11280
12715,11280,10083
11280,10083,15353
10083,15353,16035
15353,16035,12722
16035,12722,11698
12722,11698,13723
11698,13723,17254
13723,17254,19509
17254,19509,12944
19509,12944,19798
12944,19798,12135
19798,12135,19451
12135,19451,14680
19451,14680,16704
14680,16704,10086
16704,10086,12628
10086,12628,14320
12628,14320,10927
14320,10927,19290
10927,19290,14076
19290,14076,11290
14076,11290,19085
11290,19085,13581
19085,13581,17751
13581,17751,17627
17751,17627,19586
17627,19586,10471
19586,10471,10515
10471,10515,18418
10515,18418,13781
18418,13781,14012
13781,14012,13679
14012,13679,18660
13679,18660,17232
18660,17232,19360
17232,19360,19519
19360,19519,16906
19519,16906,11949
16906,11949,14701
11949,14701,16821
14701,16821,13260
16821,13260,15293
13260,15293,16616
15293,16616,14165
16616,14165,15817
14165,15817,16528
15817,16528,13729
16528,13729,15564
13729,15564,19069
15564,19069,15073
19069,15073,10711
15073,10711,11393
10711,11393,14625
11393,14625,12576
14625,12576,15277
12576,15277,14115
15277,14115,16400
14115,16400,13184
16400,13184,11220
13184,11220,14105
11220,14105,13167
14105,13167,16237
13167,16237,18521
16237,18521,18055
18521,18055,18039
18055,18039,11617
18039,11617,17694
11617,17694,19572
17694,19572,16563
19572,16563,17591
16563,17591,17232
17591,17232,12860
17232,12860,13360
12860,13360,10834
13360,10834,17624
10834,17624,19726
17624,19726,19106
19726,19106,13452
19106,13452,13474
13452,13474,16614
13474,16614,16833
16614,16833,14802
16833,14802,15763
14802,15763,10764
15763,10764,17321
10764,17321,11207
17321,11207,18920
11207,18920,18732
18920,18732,19396
18732,19396,18433
19396,18433,19877
18433,19877,15320
19877,15320,17339
15320,17339,11370
17339,11370,12622
11370,12622,14428
12622,14428,10614
14428,10614,17181
10614,17181,15871
17181,15871,11182
15871,11182,12510
11182,12510,11780
12510,11780,11226
11780,11226,10783
11226,10783,16623
10783,16623,13126
16623,13126,13753
13126,13753,13219
13753,13219,19576
13219,19576,16234
19576,16234,19387
16234,19387,18961
19387,18961,13086
18961,13086,13493
13086,13493,17342
13493,17342,11284
17342,11284,13126
11284,13126,10323
13126,10323,17306
10323,17306,10742
17306,10742,14829
10742,14829,18933
14829,18933,16510
18933,16510,17943
16510,17943,13600
17943,13600,18116
13600,18116,10859
18116,10859,14684
10859,14684,14487
14684,14487,18659
14487,18659,11385
18659,11385,15204
11385,15204,19545
15204,19545,17210
19545,17210,12800
17210,12800,14143
12800,14143,15556
14143,15556,16373
15556,16373,16609
16373,16609,13439
16609,13439,17254
13439,17254,15678
17254,15678,14900
15678,14900,19858
14900,19858,18667
19858,18667,16111
18667,16111,17995
16111,17995,16362
17995,16362,12176
16362,12176,12840
12176,12840,18411
12840,18411,18722
18411,18722,17277
18722,17277,12172
17277,12172,17646
12172,17646,15826
17646,15826,19790
15826,19790,10233
19790,10233,15014
10233,15014,17582
15014,17582,12993
17582,12993,13750
12993,13750,18044
13750,18044,17799
18044,17799,19606
17799,19606,15024
19606,15024,12504
15024,12504,18174
12504,18174,12263
18174,12263,19644
12263,19644,10176
19644,10176,18635
10176,18635,18659
18635,18659,13811
18659,13811,19156
13811,19156,15249
19156,15249,11906
15249,11906,12074
11906,12074,17109
12074,17109,18183
17109,18183,15364
18183,15364,17328
15364,17328,11297
17328,11297,19961
11297,19961,14817
19961,14817,18807
14817,18807,13641
18807,13641,12310
13641,12310,17831
12310,17831,10339
17831,10339,11909
10339,11909,15745
11909,15745,19981
15745,19981,19045
19981,19045,19109
19045,19109,15500
19109,15500,11140
15500,11140,13647
11140,13647,13871
13647,13871,18068
13871,18068,19423
18068,19423,15330
19423,15330,19374
15330,19374,15834
19374,15834,15893
15834,15893,19588
15893,19588,11581
19588,11581,17504
11581,17504,10142
17504,10142,14445
10142,14445,16212
14445,16212,13778
16212,13778,12133
13778,12133,17351
12133,17351,10666
17351,10666,19990
10666,19990,13388
19990,13388,18261
13388,18261,18362
18261,18362,15442
18362,15442,10885
15442,10885,15222
10885,15222,10758
15222,10758,14341
10758,14341,16226
14341,16226,13501
16226,13501,17151
13501,17151,17465
17151,17465,17345
17465,17345,19043
17345,19043,12701
19043,12701,15566
12701,15566,10281
15566,10281,16937
10281,16937,16137
16937,16137,10076
16137,10076,11323
10076,11323,18508
11323,18508,14711
18508,14711,19528
14711,19528,16834
19528,16834,17010
16834,17010,10297
17010,10297,13104
10297,13104,19896
13104,19896,18038
19896,18038,14966
18038,14966,18995
14966,18995,10249
18995,10249,12252
10249,12252,17711
12252,17711,17965
17711,17965,14021
17965,14021,19831
14021,19831,14839
19831,14839,17130
14839,17130,10592
17130,10592,15261
10592,15261,10565
15261,10565,12265
10565,12265,11643
12265,11643,16768
11643,16768,19480
16768,19480,17219
19480,17219,15083
17219,15083,17021
15083,17021,19474
17021,19474,17414
19474,17414,12369
17414,12369,11203
12369,11203,18253
11203,18253,11274
18253,11274,17433
11274,17433,13272
17433,13272,15429
13272,15429,13564
15429,13564,19119
13564,19119,16966
19119,16966,11747
16966,11747,16789
11747,16789,14603
16789,14603,13002
14603,13002,11556
13002,11556,10492
11556,10492,13426
10492,13426,14287
13426,14287,10452
14287,10452,16715
10452,16715,14943
16715,14943,16412
14943,16412,17116
16412,17116,15210
17116,15210,18625
15210,18625,13553
18625,13553,10552
13553,10552,12096
10552,12096,13916
12096,13916,11581
13916,11581,19398
11581,19398,10580
19398,10580,10593
10580,10593,19007
10593,19007,16160
19007,16160,10311
16160,10311,10380
10311,10380,15641
10380,15641,19528
15641,19528,14072
19528,14072,13254
14072,13254,15776
13254,15776,19651
15776,19651,15147
19651,15147,15951
15147,15951,10321
15951,10321,13441
10321,13441,19461
13441,19461,13692
19461,13692,18662
13692,18662,11529
18662,11529,10446
11529,10446,18780
10446,18780,13324
18780,13324,17534
13324,17534,10282
17534,10282,19543
10282,19543,18959
19543,18959,19437
18959,19437,13429
19437,13429,18635
13429,18635,17505
18635,17505,11897
17505,11897,10017
11897,10017,14642
10017,14642,18558
14642,18558,16363
18558,16363,15438
16363,15438,14692
15438,14692,18440
14692,18440,13163
18440,13163,18922
13163,18922,10797
18922,10797,16017
10797,16017,10711
16017,10711,19461
10711,19461,13888
19461,13888,11772
13888,11772,16982
11772,16982,13334
16982,13334,11476
13334,11476,16567
11476,16567,10709
16567,10709,12591
10709,12591,15136
12591,15136,12297
15136,12297,12758
12297,12758,18171
12758,18171,13966
18171,13966,12954
13966,12954,10788
12954,10788,12788
10788,12788,10998
12788,10998,19116
10998,19116,11067
19116,11067,19852
11067,19852,10458
19852,10458,18003
10458,18003,14343
18003,14343,18285
14343,18285,10341
18285,10341,11586
10341,11586,12331
11586,12331,11494
12331,11494,18096
11494,18096,15391
18096,15391,16434
15391,16434,14969
16434,14969,12791
14969,12791,18697
12791,18697,18382
18697,18382,14770
18382,14770,16055
14770,16055,16757
16055,16757,12368
16757,12368,18702
12368,18702,13248
18702,13248,10096
13248,10096,11135
10096,11135,15287
11135,15287,16347
15287,16347,15138
16347,15138,19949
15138,19949,16801
19949,16801,12711
16801,12711,12400
12711,12400,17837
12400,17837,16159
17837,16159,18686
16159,18686,11144
18686,11144,17043
11144,17043,17551
17043,17551,12559
17551,12559,15085
12559,15085,12519
15085,12519,10791
12519,10791,19347
10791,19347,19741
19347,19741,13189
19741,13189,18317
13189,18317,13899
18317,13899,11193
13899,11193,12480
11193,12480,13775
12480,13775,15713
13775,15713,15717
15713,15717,10332
15717,10332,12937
10332,12937,15751
12937,15751,11377
15751,11377,13351
11377,13351,11489
13351,11489,11979
11489,11979,13472
11979,13472,14416
13472,14416,13060
14416,13060,11772
13060,11772,17953
11772,17953,12899
17953,12899,15172
12899,15172,14251
15172,14251,14783
14251,14783,15061
14783,15061,18644
15061,18644,15648
18644,15648,10547
15648,10547,14706
10547,14706,17149
14706,17149,15860
17149,15860,17919
15860,17919,10931
17919,10931,13793
10931,13793,16480
13793,16480,11055
16480,11055,14497
11055,14497,12101
14497,12101,14495
12101,14495,10187
14495,10187,15227
10187,15227,15233
15227,15233,16280
15233,16280,12008
16280,12008,14287
12008,14287,10497
14287,10497,18729
10497,18729,16657
18729,16657,14451
16657,14451,12557
14451,12557,13234
12557,13234,19178
13234,19178,10501
19178,10501,14969
10501,14969,17071
14969,17071,17418
17071,17418,10713
17418,10713,17670
10713,17670,19416
17670,19416,17610
19416,17610,15216
17610,15216,12283
15216,12283,15254
12283,15254,13332
15254,13332,14293
13332,14293,11329
14293,11329,17416
11329,17416,18445
17416,18445,19875
18445,19875,18183
19875,18183,15167
18183,15167,10253
15167,10253,17868
10253,17868,13911
17868,13911,12022
13911,12022,14826
12022,14826,14300
14826,14300,10430
14300,10430,15300
10430,15300,10176
15300,10176,17011
10176,17011,14101
17011,14101,19287
14101,19287,16995
19287,16995,15495
16995,15495,13517
15495,13517,10850
13517,10850,12179
10850,12179,10314
12179,10314,19719
10314,19719,18650
19719,18650,19918
18650,19918,11907
19918,11907,11721
11907,11721,11950
11721,11950,15056
11950,15056,19131
15056,19131,11629
19131,11629,16201
11629,16201,13234
16201,13234,19022
13234,19022,19179
19022,19179,17986
19179,17986,13180
17986,13180,12784
13180,12784,11076
12784,11076,19738
11076,19738,17590
19738,17590,13593
17590,13593,18476
13593,18476,17571
18476,17571,13554
17571,13554,11592
13554,11592,19371
11592,19371,11503
19371,11503,18768
11503,18768,11611
18768,11611,15175
11611,15175,17438
15175,17438,11364
17438,11364,13008
11364,13008,19055
13008,19055,17241
19055,17241,10707
17241,10707,14417
10707,14417,18064
14417,18064,10470
18064,10470,15298
10470,15298,11516
15298,11516,10411
11516,10411,14092
10411,14092,17366
14092,17366,12195
17366,12195,10529
12195,10529,14400
10529,14400,13499
14400,13499,15542
13499,15542,16158
15542,16158,11730
16158,11730,16281
11730,16281,16517
16281,16517,14899
16517,14899,18193
14899,18193,13293
18193,13293,18332
13293,18332,13774
18332,13774,17718
13774,17718,14943
17718,14943,16613
14943,16613,17520
16613,17520,12901
17520,12901,19947
12901,19947,19738
19947,19738,15241
19738,15241,10349
15241,10349,15131
10349,15131,19415
15131,19415,10742
19415,10742,17659
10742,17659,14778
17659,14778,11768
14778,11768,12196
11768,12196,19489
12196,19489,13301
19489,13301,11797
13301,11797,16286
11797,16286,18076
16286,18076,13294
18076,13294,19569
13294,19569,14128
19569,14128,10610
14128,10610,12466
10610,12466,19409
12466,19409,13757
19409,13757,14559
13757,14559,12285
14559,12285,18890
12285,18890,10200
18890,10200,14756
10200,14756,17196
14756,17196,12943
17196,12943,14192
12943,14192,16548
14192,16548,12308
16548,12308,18287
12308,18287,19219
18287,19219,13104
19219,13104,12731
13104,12731,12616
12731,12616,13714
12616,13714,17529
13714,17529,18809
17529,18809,16524
18809,16524,11324
16524,11324,16703
11324,16703,16847
16703,16847,13817
16847,13817,15435
13817,15435,19013
15435,19013,11483
19013,11483,16448
11483,16448,12006
16448,12006,18105
12006,18105,13639
18105,13639,15291
13639,15291,16335
15291,16335,12488
16335,12488,14966
12488,14966,17538
14966,17538,13123
17538,13123,12965
13123,12965,11412
12965,11412,18607
11412,18607,15807
18607,15807,13010
15807,13010,17098
13010,17098,19369
17098,19369,16761
19369,16761,10537
16761,10537,13848
10537,13848,11309
13848,11309,12104
11309,12104,12719
12104,12719,11744
12719,11744,16693
11744,16693,18999
16693,18999,10902
18999,10902,16917
10902,16917,19086
16917,19086,13221
19086,13221,12837
13221,12837,15195
12837,15195,17392
15195,17392,12150
17392,12150,13593
12150,13593,16877
13593,16877,12283
16877,12283,17757
12283,17757,14227
17757,14227,18273
14227,18273,15646
18273,15646,18385
15646,18385,12609
18385,12609,11164
12609,11164,10521
11164,10521,19471
10521,19471,19781
19471,19781,10604
19781,10604,19405
10604,19405,17449
19405,17449,16590
17449,16590,17995
16590,17995,14453
17995,14453,18910
14453,18910,13088
18910,13088,15403
13088,15403,18486
15403,18486,18326
18486,18326,12598
18326,12598,12065
12598,12065,19349
12065,19349,16980
19349,16980,18760
16980,18760,14572
18760,14572,15011
14572,15011,16285
15011,16285,10005
16285,10005,17803
10005,17803,19088
17803,19088,17131
19088,17131,16416
17131,16416,14428
16416,14428,18294
14428,18294,16178
18294,16178,18070
16178,18070,10501
18070,10501,17706
10501,17706,14092
17706,14092,10356
14092,10356,12959
10356,12959,13307
12959,13307,17025
13307,17025,10324
17025,10324,13902
10324,13902,18497
13902,18497,19856
18497,19856,16859
19856,16859,10364
16859,10364,19129
10364,19129,19049
19129,19049,17465
19049,17465,17303
17465,17303,19666
17303,19666,15217
19666,15217,15732
15217,15732,12128
15732,12128,14376
12128,14376,13755
14376,13755,15398
13755,15398,18841
15398,18841,15357
18841,15357,12856
15357,12856,10459
12856,10459,10543
10459,10543,19876
10543,19876,15676
19876,15676,15311
15676,15311,19272
15311,19272,13833
19272,13833,17166
13833,17166,10315
17166,10315,12308
10315,12308,19470
12308,19470,11842
19470,11842,17133
11842,17133,14262
17133,14262,14484
14262,14484,12021
14484,12021,12036
12021,12036,10643
12036,10643,15059
10643,15059,12023
15059,12023,14296
12023,14296,15341
14296,15341,12720
15341,12720,13233
12720,13233,10270
13233,10270,12807
10270,12807,12024
12807,12024,17837
12024,17837,15884
17837,15884,16359
15884,16359,11929
16359,11929,13714
11929,13714,19490
13714,19490,16403
19490,16403,10961
16403,10961,19205
10961,19205,16439
19205,16439,17063
16439,17063,18325
17063,18325,18480
18325,18480,14285
18480,14285,11706
14285,11706,14149
11706,14149,14873
14149,14873,12017
14873,12017,11557
12017,11557,14465
11557,14465,10478
14465,10478,17056
10478,17056,17434
17056,17434,16832
17434,16832,18130
16832,18130,17343
18130,17343,11290
17343,11290,13322
11290,13322,12454
13322,12454,11878
12454,11878,10891
11878,10891,10163
10891,10163,18908
10163,18908,19099
18908,19099,19685
19099,19685,11487
19685,11487,18322
11487,18322,15501
18322,15501,17099
15501,17099,15658
17099,15658,14660
15658,14660,14762
14660,14762,14377
14762,14377,10345
14377,10345,17751
10345,17751,14395
17751,14395,18589
14395,18589,10197
18589,10197,16722
10197,16722,16067
16722,16067,14130
16067,14130,12788
14130,12788,15219
12788,15219,18086
15219,18086,11035
18086,11035,17291
11035,17291,17039
17291,17039,14532
17039,14532,17939
14532,17939,11754
17939,11754,18674
11754,18674,12091
18674,12091,13735
12091,13735,11491
13735,11491,11201
11491,11201,11757
11201,11757,17807
11757,17807,14276
17807,14276,15341
14276,15341,19544
15341,19544,13650
19544,13650,13336
13650,13336,14522
13336,14522,19680
14522,19680,14027
19680,14027,18478
14027,18478,18514
18478,18514,16539
18514,16539,15575
16539,15575,16041
15575,16041,10679
16041,10679,15307
10679,15307,17687
15307,17687,13032
17687,13032,13029
13032,13029,18702
13029,18702,15687
18702,15687,14120
15687,14120,15258
14120,15258,13294
15258,13294,15691
13294,15691,15535
15691,15535,10027
15535,10027,16626
10027,16626,12816
16626,12816,15999
12816,15999,14872
15999,14872,15186
14872,15186,13210
15186,13210,17016
13210,17016,13680
17016,13680,17348
13680,17348,10200
17348,10200,17320
10200,17320,12923
17320,12923,12117
12923,12117,14235
12117,14235,18831
14235,18831,13138
18831,13138,16863
13138,16863,19678
16863,19678,15702
19678,15702,12598
15702,12598,17802
12598,17802,14439
17802,14439,12099
14439,12099,18276
12099,18276,14334
18276,14334,14372
14334,14372,13780
14372,13780,13123
13780,13123,15147
13123,15147,11534
15147,11534,15929
11534,15929,16002
15929,16002,19636
16002,19636,13346
19636,13346,11573
13346,11573,11289
11573,11289,10228
11289,10228,12224
10228,12224,16409
12224,16409,14305
16409,14305,14161
14305,14161,13592
14161,13592,13840
13592,13840,12266
13840,12266,12415
12266,12415,17329
12415,17329,17247
17329,17247,19993
17247,19993,14737
19993,14737,11249
14737,11249,14422
11249,14422,14196
14422,14196,11936
14196,11936,12568
11936,12568,13944
12568,13944,15162
13944,15162,10040
15162,10040,16504
10040,16504,16341
16504,16341,14125
16341,14125,19840
14125,19840,18810
19840,18810,12095
18810,12095,19360
12095,19360,13348
19360,13348,10447
13348,10447,10481
10447,10481,11186
10481,11186,14885
11186,14885,11400
14885,11400,14913
11400,14913,12322
14913,12322,10598
12322,10598,12739
10598,12739,18352
12739,18352,11132
18352,11132,14348
11132,14348,11768
14348,11768,12328
11768,12328,10789
12328,10789,13313
10789,13313,18382
13313,18382,12967
18382,12967,18951
12967,18951,10504
18951,10504,13450
10504,13450,14538
13450,14538,18118
14538,18118,15933
18118,15933,14610
15933,14610,10439
14610,10439,15438
10439,15438,11114
15438,11114,17218
11114,17218,11951
17218,11951,10322
11951,10322,19049
10322,19049,10817
19049,10817,10801
10817,10801,19377
10801,19377,19626
19377,19626,10300
19626,10300,15442
10300,15442,15844
15442,15844,12274
15844,12274,15575
12274,15575,11343
15575,11343,10578
11343,10578,16673
10578,16673,12141
16673,12141,18679
12141,18679,14381
18679,14381,17797
14381,17797,18481
17797,18481,17455
18481,17455,17853
17455,17853,11584
17853,11584,11017
11584,11017,16105
11017,16105,14663
16105,14663,16516
14663,16516,13857
16516,13857,12772
13857,12772,15372
12772,15372,11072
15372,11072,17553
11072,17553,19568
17553,19568,17272
19568,17272,15045
17272,15045,10631
15045,10631,15211
10631,15211,11599
15211,11599,19819
11599,19819,11043
19819,11043,12450
11043,12450,12996
12450,12996,16543
12996,16543,18668
16543,18668,15407
18668,15407,16978
15407,16978,10969
16978,10969,11627
10969,11627,15392
11627,15392,19010
15392,19010,13195
19010,13195,18715
13195,18715,19024
18715,19024,14976
19024,14976,14097
14976,14097,15205
14097,15205,12511
15205,12511,10634
12511,10634,19899
10634,19899,16680
19899,16680,13912
16680,13912,18573
13912,18573,10347
18573,10347,10691
10347,10691,12276
10691,12276,15068
12276,15068,14180
15068,14180,19994
14180,19994,17777
19994,17777,17446
17777,17446,18394
17446,18394,11530
18394,11530,16538
11530,16538,12169
16538,12169,17776
12169,17776,13123
17776,13123,15115
13123,15115,12224
15115,12224,18674
12224,18674,10580
18674,10580,13695
10580,13695,14881
13695,14881,17477
14881,17477,15576
17477,15576,13239
15576,13239,15057
13239,15057,11136
15057,11136,10504
11136,10504,16895
10504,16895,10925
16895,10925,10726
10925,10726,19288
10726,19288,13423
19288,13423,17169
13423,17169,12580
17169,12580,12739
12580,12739,19597
12739,19597,16353
19597,16353,17428
16353,17428,12889
17428,12889,15692
12889,15692,14735
15692,14735,16095
14735,16095,14912
16095,14912,16200
14912,16200,17362
16200,17362,13891
17362,13891,12980
13891,12980,19834
12980,19834,19354
19834,19354,18366
19354,18366,12618
18366,12618,12198
12618,12198,19818
12198,19818,12073
19818,12073,12028
12073,12028,17807
12028,17807,17583
17807,17583,17002
17583,17002,11447
17002,11447,18839
11447,18839,15569
18839,15569,10107
15569,10107,12196
10107,12196,13343
12196,13343,10566
13343,10566,10108
10566,10108,14854
10108,14854,14782
14854,14782,18750
14782,18750,10237
18750,10237,18204
10237,18204,10508
18204,10508,18076
10508,18076,18344
18076,18344,17476
18344,17476,17562
17476,17562,12889
17562,12889,13017
12889,13017,16257
13017,16257,13160
16257,13160,14469
13160,14469,16887
14469,16887,11711
16887,11711,13834
11711,13834,17880
13834,17880,11104
17880,11104,16536
11104,16536,12916
16536,12916,11946
12916,11946,16284
11946,16284,10273
16284,10273,18674
10273,18674,18637
18674,18637,14323
18637,14323,13725
14323,13725,14612
13725,14612,12621
14612,12621,18394
12621,18394,15650
18394,15650,12217
15650,12217,12936
12217,12936,15380
12936,15380,11921
15380,11921,16637
11921,16637,18435
16637,18435,19341
18435,19341,13852
19341,13852,11090
13852,11090,11395
11090,11395,11482
11395,11482,19292
11482,19292,13830
19292,13830,19878
13830,19878,14848
19878,14848,18853
14848,18853,14748
18853,14748,14520
14748,14520,14687
14520,14687,18919
14687,18919,17317
18919,17317,13255
17317,13255,15624
13255,15624,12055
15624,12055,16460
12055,16460,12103
16460,12103,16471
12103,16471,11146
16471,11146,11196
11146,11196,11497
11196,11497,18758
11497,18758,16064
18758,16064,13868
16064,13868,18509
13868,18509,18329
18509,18329,14801
18329,14801,17504
14801,17504,10320
17504,10320,12212
10320,12212,11374
12212,11374,18289
11374,18289,18403
18289,18403,17941
18403,17941,12739
17941,12739,11998
12739,11998,12487
11998,12487,12980
12487,12980,14784
12980,14784,18433
14784,18433,14655
18433,14655,13230
14655,13230,10763
13230,10763,14533
10763,14533,13344
14533,13344,16931
13344,16931,15992
16931,15992,10401
15992,10401,19875
10401,19875,18692
19875,18692,17656
18692,17656,15459
17656,15459,19643
15459,19643,17855
19643,17855,15258
17855,15258,18767
15258,18767,10892
18767,10892,19163
10892,19163,12612
19163,12612,18785
12612,18785,12143
18785,12143,12831
12143,12831,17548
12831,17548,14970
17548,14970,15340
14970,15340,18471
15340,18471,10380
18471,10380,18408
10380,18408,17885
18408,17885,13254
17885,13254,12069
13254,12069,11841
12069,11841,19922
11841,19922,10881
19922,10881,17084
10881,17084,18623
17084,18623,11459
18623,11459,16116
11459,16116,17253
16116,17253,10529
17253,10529,16525
10529,16525,10365
16525,10365,14109
10365,14109,11944
14109,11944,13157
11944,13157,10670
13157,10670,13636
10670,13636,17984
13636,17984,16855
17984,16855,18116
16855,18116,19554
18116,19554,13565
19554,13565,13561
13565,13561,12997
13561,12997,12881
12997,12881,17352
12881,17352,11613
17352,11613,19522
11613,19522,16346
19522,16346,13694
16346,13694,18636
13694,18636,15715
18636,15715,14174
15715,14174,13063
14174,13063,13277
13063,13277,18827
13277,18827,12363
18827,12363,14479
12363,14479,19527
14479,19527,13891
19527,13891,10962
13891,10962,10334
10962,10334,15171
10334,15171,12716
15171,12716,10854
12716,10854,13466
10854,13466,10127
13466,10127,10165
10127,10165,14647
10165,14647,16927
14647,16927,15606
16927,15606,10645
15606,10645,14112
10645,14112,17831
14112,17831,17235
17831,17235,19213
17235,19213,19654
